authorID,sequence,author
1,"['corner', 'cupboard,', 'and', 'took', 'down', 'a\n', 'bottle', 'and', 'glass.', '', ""'It's"", 'gin.', '', ""I'll"", 'not', 'deceive', 'you,', 'Mr.', 'B.', '', ""It's"", ""gin.'\n"", '\n', ""'Do"", 'you']",CharlesDickens
1,"['give', 'the', 'children', 'Daffy,', 'Mrs.', ""Mann?'"", 'inquired', 'Bumble,', 'following\n', 'with', 'his', 'eyes', 'the', 'interesting', 'process', 'of', 'mixing.\n', '\n', ""'Ah,"", 'bless', ""'em,"", 'that', 'I', 'do,', 'dear']",CharlesDickens
1,"['as', 'it', ""is,'"", 'replied', 'the', 'nurse.', ""'I\n"", ""couldn't"", 'see', ""'em"", 'suffer', 'before', 'my', 'very', 'eyes,', 'you', 'know', ""sir.'\n"", '\n', ""'No';"", 'said', 'Mr.', 'Bumble', 'approvingly;', ""'no,""]",CharlesDickens
1,"['you', 'could', 'not.', '', 'You', 'are', 'a\n', 'humane', 'woman,', 'Mrs.', ""Mann.'"", '', '(Here', 'she', 'set', 'down', 'the', 'glass.)', '', ""'I"", 'shall\n', 'take', 'a', 'early', 'opportunity']",CharlesDickens
1,"['of', 'mentioning', 'it', 'to', 'the', 'board,', 'Mrs.', ""Mann.'\n"", '(He', 'drew', 'it', 'towards', 'him.)', '', ""'You"", 'feel', 'as', 'a', 'mother,', 'Mrs.', ""Mann.'"", '', '(He\n', 'stirred', 'the']",CharlesDickens
1,"['gin-and-water.)', ""'I--I"", 'drink', 'your', 'health', 'with', 'cheerfulness,\n', 'Mrs.', ""Mann';"", 'and', 'he', 'swallowed', 'half', 'of', 'it.\n', '\n', ""'And"", 'now', 'about', ""business,'"", 'said', 'the', 'beadle,', 'taking', 'out']",CharlesDickens
1,"['a', 'leathern\n', 'pocket-book.', '', ""'The"", 'child', 'that', 'was', 'half-baptized', 'Oliver', 'Twist,', 'is', 'nine\n', 'year', 'old', ""to-day.'\n"", '\n', ""'Bless"", ""him!'"", 'interposed', 'Mrs.', 'Mann,', 'inflaming', 'her', 'left']",CharlesDickens
1,"['eye', 'with', 'the\n', 'corner', 'of', 'her', 'apron.\n', '\n', ""'And"", 'notwithstanding', 'a', 'offered', 'reward', 'of', 'ten', 'pound,', 'which', 'was\n', 'afterwards', 'increased', 'to', 'twenty', 'pound.', '', 'Notwithstanding']",CharlesDickens
1,"['the', 'most\n', 'superlative,', 'and,', 'I', 'may', 'say,', ""supernat'ral"", 'exertions', 'on', 'the', 'part', 'of', 'this\n', ""parish,'"", 'said', 'Bumble,', ""'we"", 'have', 'never', 'been', 'able', 'to', 'discover', 'who']",CharlesDickens
1,"['is', 'his\n', 'father,', 'or', 'what', 'was', 'his', ""mother's"", 'settlement,', 'name,', 'or', ""condition.'\n"", '\n', 'Mrs.', 'Mann', 'raised', 'her', 'hands', 'in', 'astonishment;', 'but', 'added,', 'after', 'a', ""moment's\n""]",CharlesDickens
1,"['reflection,', ""'How"", 'comes', 'he', 'to', 'have', 'any', 'name', 'at', 'all,', ""then?'\n"", '\n', 'The', 'beadle', 'drew', 'himself', 'up', 'with', 'great', 'pride,', 'and', 'said,', ""'I"", 'inwented', ""it.'\n""]",CharlesDickens
1,"['\n', ""'You,"", 'Mr.', ""Bumble!'\n"", '\n', ""'I,"", 'Mrs.', 'Mann.', '', 'We', 'name', 'our', 'fondlings', 'in', 'alphabetical', 'order.', 'The', 'last\n', 'was', 'a', 'S,--Swubble,', 'I', 'named', 'him.', 'This']",CharlesDickens
1,"['was', 'a', 'T,--Twist,', 'I', 'named', '_him_.\n', 'The', 'next', 'one', 'comes', 'will', 'be', 'Unwin,', 'and', 'the', 'next', 'Vilkins.', '', 'I', 'have', 'got\n', 'names', 'ready', 'made', 'to']",CharlesDickens
1,"['the', 'end', 'of', 'the', 'alphabet,', 'and', 'all', 'the', 'way', 'through', 'it\n', 'again,', 'when', 'we', 'come', 'to', ""Z.'\n"", '\n', ""'Why,"", ""you're"", 'quite', 'a', 'literary', 'character,', ""sir!'""]",CharlesDickens
1,"['said', 'Mrs.', 'Mann.\n', '\n', ""'Well,"", ""well,'"", 'said', 'the', 'beadle,', 'evidently', 'gratified', 'with', 'the', 'compliment;\n', ""'perhaps"", 'I', 'may', 'be.', '', 'Perhaps', 'I', 'may', 'be,', 'Mrs.', ""Mann.'""]",CharlesDickens
1,"['He', 'finished', 'the\n', 'gin-and-water,', 'and', 'added,', ""'Oliver"", 'being', 'now', 'too', 'old', 'to', 'remain', 'here,', 'the\n', 'board', 'have', 'determined', 'to', 'have', 'him', 'back', 'into', 'the', 'house.']",CharlesDickens
1,"['', 'I', 'have', 'come', 'out\n', 'myself', 'to', 'take', 'him', 'there.', '', 'So', 'let', 'me', 'see', 'him', 'at', ""once.'\n"", '\n', ""'I'll"", 'fetch', 'him', ""directly,'"", 'said', 'Mrs.']",CharlesDickens
1,"['Mann,', 'leaving', 'the', 'room', 'for', 'that\n', 'purpose.', '', 'Oliver,', 'having', 'had', 'by', 'this', 'time', 'as', 'much', 'of', 'the', 'outer', 'coat', 'of\n', 'dirt', 'which', 'encrusted', 'his']",CharlesDickens
1,"['face', 'and', 'hands,', 'removed,', 'as', 'could', 'be', 'scrubbed\n', 'off', 'in', 'one', 'washing,', 'was', 'led', 'into', 'the', 'room', 'by', 'his', 'benevolent', 'protectress.\n', '\n', ""'Make"", 'a', 'bow']",CharlesDickens
1,"['to', 'the', 'gentleman,', ""Oliver,'"", 'said', 'Mrs.', 'Mann.\n', '\n', 'Oliver', 'made', 'a', 'bow,', 'which', 'was', 'divided', 'between', 'the', 'beadle', 'on', 'the', 'chair,\n', 'and', 'the', 'cocked', 'hat']",CharlesDickens
1,"['on', 'the', 'table.\n', '\n', ""'Will"", 'you', 'go', 'along', 'with', 'me,', ""Oliver?'"", 'said', 'Mr.', 'Bumble,', 'in', 'a', 'majestic\n', 'voice.\n', '\n', 'Oliver', 'was', 'about', 'to', 'say', 'that']",CharlesDickens
1,"['he', 'would', 'go', 'along', 'with', 'anybody', 'with', 'great\n', 'readiness,', 'when,', 'glancing', 'upward,', 'he', 'caught', 'sight', 'of', 'Mrs.', 'Mann,', 'who', 'had\n', 'got', 'behind', 'the', ""beadle's"", 'chair,']",CharlesDickens
1,"['and', 'was', 'shaking', 'her', 'fist', 'at', 'him', 'with', 'a\n', 'furious', 'countenance.', '', 'He', 'took', 'the', 'hint', 'at', 'once,', 'for', 'the', 'fist', 'had', 'been\n', 'too', 'often']",CharlesDickens
1,"['impressed', 'upon', 'his', 'body', 'not', 'to', 'be', 'deeply', 'impressed', 'upon', 'his\n', 'recollection.\n', '\n', ""'Will"", 'she', 'go', 'with', ""me?'"", 'inquired', 'poor', 'Oliver.\n', '\n', ""'No,"", 'she', ""can't,'""]",CharlesDickens
1,"['replied', 'Mr.', 'Bumble.', '', ""'But"", ""she'll"", 'come', 'and', 'see', 'you\n', ""sometimes.'\n"", '\n', 'This', 'was', 'no', 'very', 'great', 'consolation', 'to', 'the', 'child.', '', 'Young', 'as', 'he']",CharlesDickens
1,"['was,\n', 'however,', 'he', 'had', 'sense', 'enough', 'to', 'make', 'a', 'feint', 'of', 'feeling', 'great', 'regret', 'at\n', 'going', 'away.', '', 'It', 'was', 'no', 'very', 'difficult', 'matter', 'for']",CharlesDickens
1,"['the', 'boy', 'to', 'call', 'tears\n', 'into', 'his', 'eyes.', '', 'Hunger', 'and', 'recent', 'ill-usage', 'are', 'great', 'assistants', 'if', 'you\n', 'want', 'to', 'cry;', 'and', 'Oliver', 'cried', 'very']",CharlesDickens
1,"['naturally', 'indeed.', '', 'Mrs.', 'Mann', 'gave\n', 'him', 'a', 'thousand', 'embraces,', 'and', 'what', 'Oliver', 'wanted', 'a', 'great', 'deal', 'more,', 'a\n', 'piece', 'of', 'bread', 'and', 'butter,', 'less']",CharlesDickens
1,"['he', 'should', 'seem', 'too', 'hungry', 'when', 'he', 'got\n', 'to', 'the', 'workhouse.', 'With', 'the', 'slice', 'of', 'bread', 'in', 'his', 'hand,', 'and', 'the', 'little\n', 'brown-cloth', 'parish', 'cap']",CharlesDickens
1,"['on', 'his', 'head,', 'Oliver', 'was', 'then', 'led', 'away', 'by', 'Mr.\n', 'Bumble', 'from', 'the', 'wretched', 'home', 'where', 'one', 'kind', 'word', 'or', 'look', 'had', 'never\n', 'lighted', 'the']",CharlesDickens
1,"['gloom', 'of', 'his', 'infant', 'years.', '', 'And', 'yet', 'he', 'burst', 'into', 'an', 'agony\n', 'of', 'childish', 'grief,', 'as', 'the', 'cottage-gate', 'closed', 'after', 'him.', '', 'Wretched', 'as\n']",CharlesDickens
1,"['were', 'the', 'little', 'companions', 'in', 'misery', 'he', 'was', 'leaving', 'behind,', 'they', 'were\n', 'the', 'only', 'friends', 'he', 'had', 'ever', 'known;', 'and', 'a', 'sense', 'of', 'his', 'loneliness']",CharlesDickens
1,"['in\n', 'the', 'great', 'wide', 'world,', 'sank', 'into', 'the', ""child's"", 'heart', 'for', 'the', 'first', 'time.\n', '\n', 'Mr.', 'Bumble', 'walked', 'on', 'with', 'long', 'strides;', 'little', 'Oliver,', 'firmly']",CharlesDickens
1,"['grasping\n', 'his', 'gold-laced', 'cuff,', 'trotted', 'beside', 'him,', 'inquiring', 'at', 'the', 'end', 'of', 'every\n', 'quarter', 'of', 'a', 'mile', 'whether', 'they', 'were', ""'nearly"", ""there.'"", 'To', 'these\n', 'interrogations']",CharlesDickens
1,"['Mr.', 'Bumble', 'returned', 'very', 'brief', 'and', 'snappish', 'replies;', 'for\n', 'the', 'temporary', 'blandness', 'which', 'gin-and-water', 'awakens', 'in', 'some', 'bosoms', 'had\n', 'by', 'this', 'time', 'evaporated;', 'and', 'he']",CharlesDickens
1,"['was', 'once', 'again', 'a', 'beadle.\n', '\n', 'Oliver', 'had', 'not', 'been', 'within', 'the', 'walls', 'of', 'the', 'workhouse', 'a', 'quarter', 'of', 'an\n', 'hour,', 'and', 'had', 'scarcely', 'completed']",CharlesDickens
1,"['the', 'demolition', 'of', 'a', 'second', 'slice', 'of\n', 'bread,', 'when', 'Mr.', 'Bumble,', 'who', 'had', 'handed', 'him', 'over', 'to', 'the', 'care', 'of', 'an', 'old\n', 'woman,', 'returned;', 'and,']",CharlesDickens
1,"['telling', 'him', 'it', 'was', 'a', 'board', 'night,', 'informed', 'him\n', 'that', 'the', 'board', 'had', 'said', 'he', 'was', 'to', 'appear', 'before', 'it', 'forthwith.\n', '\n', 'Not', 'having', 'a']",CharlesDickens
1,"['very', 'clearly', 'defined', 'notion', 'of', 'what', 'a', 'live', 'board', 'was,\n', 'Oliver', 'was', 'rather', 'astounded', 'by', 'this', 'intelligence,', 'and', 'was', 'not', 'quite\n', 'certain', 'whether', 'he', 'ought']",CharlesDickens
1,"['to', 'laugh', 'or', 'cry.', '', 'He', 'had', 'no', 'time', 'to', 'think\n', 'about', 'the', 'matter,', 'however;', 'for', 'Mr.', 'Bumble', 'gave', 'him', 'a', 'tap', 'on', 'the', 'head,\n']",CharlesDickens
1,"['with', 'his', 'cane,', 'to', 'wake', 'him', 'up:', 'and', 'another', 'on', 'the', 'back', 'to', 'make', 'him\n', 'lively:', 'and', 'bidding', 'him', 'to', 'follow,', 'conducted', 'him', 'into', 'a']",CharlesDickens
1,"['large\n', 'white-washed', 'room,', 'where', 'eight', 'or', 'ten', 'fat', 'gentlemen', 'were', 'sitting', 'round\n', 'a', 'table.', '', 'At', 'the', 'top', 'of', 'the', 'table,', 'seated', 'in', 'an', 'arm-chair']",CharlesDickens
1,"['rather', 'higher\n', 'than', 'the', 'rest,', 'was', 'a', 'particularly', 'fat', 'gentleman', 'with', 'a', 'very', 'round,', 'red\n', 'face.\n', '\n', ""'Bow"", 'to', 'the', ""board,'"", 'said', 'Bumble.', '', 'Oliver']",CharlesDickens
1,"['brushed', 'away', 'two', 'or', 'three\n', 'tears', 'that', 'were', 'lingering', 'in', 'his', 'eyes;', 'and', 'seeing', 'no', 'board', 'but', 'the\n', 'table,', 'fortunately', 'bowed', 'to', 'that.\n', '\n', ""'What's""]",CharlesDickens
1,"['your', 'name,', ""boy?'"", 'said', 'the', 'gentleman', 'in', 'the', 'high', 'chair.\n', '\n', 'Oliver', 'was', 'frightened', 'at', 'the', 'sight', 'of', 'so', 'many', 'gentlemen,', 'which', 'made', 'him\n', 'tremble:']",CharlesDickens
1,"['and', 'the', 'beadle', 'gave', 'him', 'another', 'tap', 'behind,', 'which', 'made', 'him\n', 'cry.', '', 'These', 'two', 'causes', 'made', 'him', 'answer', 'in', 'a', 'very', 'low', 'and', 'hesitating\n']",CharlesDickens
1,"['voice;', 'whereupon', 'a', 'gentleman', 'in', 'a', 'white', 'waistcoat', 'said', 'he', 'was', 'a', 'fool.\n', 'Which', 'was', 'a', 'capital', 'way', 'of', 'raising', 'his', 'spirits,', 'and', 'putting', 'him']",CharlesDickens
1,"['quite\n', 'at', 'his', 'ease.\n', '\n', ""'Boy,'"", 'said', 'the', 'gentleman', 'in', 'the', 'high', 'chair,', ""'listen"", 'to', 'me.', 'You', 'know\n', ""you're"", 'an', 'orphan,', 'I', ""suppose?'\n"", '\n', ""'What's""]",CharlesDickens
1,"['that,', ""sir?'"", 'inquired', 'poor', 'Oliver.\n', '\n', ""'The"", 'boy', '_is_', 'a', 'fool--I', 'thought', 'he', ""was,'"", 'said', 'the', 'gentleman', 'in', 'the\n', 'white', 'waistcoat.\n', '\n', ""'Hush!'"", 'said', 'the']",CharlesDickens
1,"['gentleman', 'who', 'had', 'spoken', 'first.', '', ""'You"", 'know', ""you've"", 'got\n', 'no', 'father', 'or', 'mother,', 'and', 'that', 'you', 'were', 'brought', 'up', 'by', 'the', 'parish,', ""don't\n"", ""you?'\n""]",CharlesDickens
1,"['\n', ""'Yes,"", ""sir,'"", 'replied', 'Oliver,', 'weeping', 'bitterly.\n', '\n', ""'What"", 'are', 'you', 'crying', ""for?'"", 'inquired', 'the', 'gentleman', 'in', 'the', 'white\n', 'waistcoat.', '', 'And', 'to', 'be', 'sure']",CharlesDickens
1,"['it', 'was', 'very', 'extraordinary.', '', 'What', '_could_', 'the\n', 'boy', 'be', 'crying', 'for?\n', '\n', ""'I"", 'hope', 'you', 'say', 'your', 'prayers', 'every', ""night,'"", 'said', 'another', 'gentleman', 'in']",CharlesDickens
1,"['a\n', 'gruff', 'voice;', ""'and"", 'pray', 'for', 'the', 'people', 'who', 'feed', 'you,', 'and', 'take', 'care', 'of\n', 'you--like', 'a', ""Christian.'\n"", '\n', ""'Yes,"", ""sir,'"", 'stammered', 'the', 'boy.', '']",CharlesDickens
1,"['The', 'gentleman', 'who', 'spoke', 'last', 'was\n', 'unconsciously', 'right.', '', 'It', 'would', 'have', 'been', 'very', 'like', 'a', 'Christian,', 'and', 'a\n', 'marvellously', 'good', 'Christian', 'too,', 'if', 'Oliver']",CharlesDickens
1,"['had', 'prayed', 'for', 'the', 'people\n', 'who', 'fed', 'and', 'took', 'care', 'of', '_him_.', 'But', 'he', ""hadn't,"", 'because', 'nobody', 'had\n', 'taught', 'him.\n', '\n', ""'Well!"", '', 'You', 'have']",CharlesDickens
1,"['come', 'here', 'to', 'be', 'educated,', 'and', 'taught', 'a', 'useful', ""trade,'\n"", 'said', 'the', 'red-faced', 'gentleman', 'in', 'the', 'high', 'chair.\n', '\n', ""'So"", ""you'll"", 'begin', 'to', 'pick', 'oakum']",CharlesDickens
1,"['to-morrow', 'morning', 'at', 'six', ""o'clock,'"", 'added\n', 'the', 'surly', 'one', 'in', 'the', 'white', 'waistcoat.\n', '\n', 'For', 'the', 'combination', 'of', 'both', 'these', 'blessings', 'in', 'the', 'one', 'simple']",CharlesDickens
1,"['process\n', 'of', 'picking', 'oakum,', 'Oliver', 'bowed', 'low', 'by', 'the', 'direction', 'of', 'the', 'beadle,', 'and\n', 'was', 'then', 'hurried', 'away', 'to', 'a', 'large', 'ward;', 'where,', 'on', 'a']",CharlesDickens
1,"['rough,', 'hard', 'bed,', 'he\n', 'sobbed', 'himself', 'to', 'sleep.', '', 'What', 'a', 'novel', 'illustration', 'of', 'the', 'tender', 'laws\n', 'of', 'England!', '', 'They', 'let', 'the', 'paupers', 'go']",CharlesDickens
1,"['to', 'sleep!\n', '\n', 'Poor', 'Oliver!', '', 'He', 'little', 'thought,', 'as', 'he', 'lay', 'sleeping', 'in', 'happy\n', 'unconsciousness', 'of', 'all', 'around', 'him,', 'that', 'the', 'board', 'had', 'that']",CharlesDickens
1,"['very', 'day\n', 'arrived', 'at', 'a', 'decision', 'which', 'would', 'exercise', 'the', 'most', 'material', 'influence\n', 'over', 'all', 'his', 'future', 'fortunes.', '', 'But', 'they', 'had.', '', 'And', 'this']",CharlesDickens
1,"['was', 'it:\n', '\n', 'The', 'members', 'of', 'this', 'board', 'were', 'very', 'sage,', 'deep,', 'philosophical', 'men;', 'and\n', 'when', 'they', 'came', 'to', 'turn', 'their', 'attention', 'to', 'the', 'workhouse,']",CharlesDickens
1,"['they', 'found', 'out\n', 'at', 'once,', 'what', 'ordinary', 'folks', 'would', 'never', 'have', 'discovered--the', 'poor\n', 'people', 'liked', 'it!', '', 'It', 'was', 'a', 'regular', 'place', 'of', 'public', 'entertainment']",CharlesDickens
1,"['for\n', 'the', 'poorer', 'classes;', 'a', 'tavern', 'where', 'there', 'was', 'nothing', 'to', 'pay;', 'a', 'public\n', 'breakfast,', 'dinner,', 'tea,', 'and', 'supper', 'all', 'the', 'year', 'round;', 'a', 'brick']",CharlesDickens
1,"['and\n', 'mortar', 'elysium,', 'where', 'it', 'was', 'all', 'play', 'and', 'no', 'work.', '', ""'Oho!'"", 'said', 'the\n', 'board,', 'looking', 'very', 'knowing;', ""'we"", 'are', 'the', 'fellows', 'to', 'set']",CharlesDickens
1,"['this', 'to', 'rights;\n', ""we'll"", 'stop', 'it', 'all,', 'in', 'no', ""time.'"", '', 'So,', 'they', 'established', 'the', 'rule,', 'that\n', 'all', 'poor', 'people', 'should', 'have', 'the', 'alternative', '(for']",CharlesDickens
1,"['they', 'would', 'compel\n', 'nobody,', 'not', 'they),', 'of', 'being', 'starved', 'by', 'a', 'gradual', 'process', 'in', 'the', 'house,\n', 'or', 'by', 'a', 'quick', 'one', 'out', 'of', 'it.', '']",CharlesDickens
1,"['With', 'this', 'view,', 'they', 'contracted', 'with', 'the\n', 'water-works', 'to', 'lay', 'on', 'an', 'unlimited', 'supply', 'of', 'water;', 'and', 'with', 'a\n', 'corn-factor', 'to', 'supply', 'periodically', 'small', 'quantities']",CharlesDickens
1,"['of', 'oatmeal;', 'and\n', 'issued', 'three', 'meals', 'of', 'thin', 'gruel', 'a', 'day,', 'with', 'an', 'onion', 'twice', 'a', 'week,', 'and\n', 'half', 'a', 'roll', 'of', 'Sundays.', '', 'They']",CharlesDickens
1,"['made', 'a', 'great', 'many', 'other', 'wise', 'and', 'humane\n', 'regulations,', 'having', 'reference', 'to', 'the', 'ladies,', 'which', 'it', 'is', 'not', 'necessary\n', 'to', 'repeat;', 'kindly', 'undertook', 'to', 'divorce']",CharlesDickens
1,"['poor', 'married', 'people,', 'in\n', 'consequence', 'of', 'the', 'great', 'expense', 'of', 'a', 'suit', 'in', ""Doctors'"", 'Commons;', 'and,\n', 'instead', 'of', 'compelling', 'a', 'man', 'to', 'support', 'his', 'family,']",CharlesDickens
1,"['as', 'they', 'had\n', 'theretofore', 'done,', 'took', 'his', 'family', 'away', 'from', 'him,', 'and', 'made', 'him', 'a\n', 'bachelor!', '', 'There', 'is', 'no', 'saying', 'how', 'many', 'applicants', 'for']",CharlesDickens
1,"['relief,', 'under\n', 'these', 'last', 'two', 'heads,', 'might', 'have', 'started', 'up', 'in', 'all', 'classes', 'of', 'society,\n', 'if', 'it', 'had', 'not', 'been', 'coupled', 'with', 'the', 'workhouse;', 'but']",CharlesDickens
1,"['the', 'board', 'were\n', 'long-headed', 'men,', 'and', 'had', 'provided', 'for', 'this', 'difficulty.', '', 'The', 'relief', 'was\n', 'inseparable', 'from', 'the', 'workhouse', 'and', 'the', 'gruel;', 'and', 'that', 'frightened\n']",CharlesDickens
1,"['people.\n', '\n', 'For', 'the', 'first', 'six', 'months', 'after', 'Oliver', 'Twist', 'was', 'removed,', 'the', 'system', 'was\n', 'in', 'full', 'operation.', '', 'It', 'was', 'rather', 'expensive', 'at', 'first,']",CharlesDickens
1,"['in', 'consequence', 'of\n', 'the', 'increase', 'in', 'the', ""undertaker's"", 'bill,', 'and', 'the', 'necessity', 'of', 'taking', 'in\n', 'the', 'clothes', 'of', 'all', 'the', 'paupers,', 'which', 'fluttered', 'loosely', 'on']",CharlesDickens
1,"['their\n', 'wasted,', 'shrunken', 'forms,', 'after', 'a', 'week', 'or', ""two's"", 'gruel.', '', 'But', 'the', 'number', 'of\n', 'workhouse', 'inmates', 'got', 'thin', 'as', 'well', 'as', 'the', 'paupers;', 'and']",CharlesDickens
1,"['the', 'board', 'were\n', 'in', 'ecstasies.\n', '\n', 'The', 'room', 'in', 'which', 'the', 'boys', 'were', 'fed,', 'was', 'a', 'large', 'stone', 'hall,', 'with', 'a\n', 'copper', 'at', 'one', 'end:']",CharlesDickens
1,"['out', 'of', 'which', 'the', 'master,', 'dressed', 'in', 'an', 'apron', 'for', 'the\n', 'purpose,', 'and', 'assisted', 'by', 'one', 'or', 'two', 'women,', 'ladled', 'the', 'gruel', 'at\n', 'mealtimes.', '']",CharlesDickens
1,"['Of', 'this', 'festive', 'composition', 'each', 'boy', 'had', 'one', 'porringer,', 'and\n', 'no', 'more--except', 'on', 'occasions', 'of', 'great', 'public', 'rejoicing,', 'when', 'he', 'had', 'two\n', 'ounces', 'and', 'a']",CharlesDickens
1,"['quarter', 'of', 'bread', 'besides.\n', '\n', 'The', 'bowls', 'never', 'wanted', 'washing.', '', 'The', 'boys', 'polished', 'them', 'with', 'their\n', 'spoons', 'till', 'they', 'shone', 'again;', 'and', 'when', 'they']",CharlesDickens
1,"['had', 'performed', 'this\n', 'operation', '(which', 'never', 'took', 'very', 'long,', 'the', 'spoons', 'being', 'nearly', 'as', 'large\n', 'as', 'the', 'bowls),', 'they', 'would', 'sit', 'staring', 'at', 'the', 'copper,']",CharlesDickens
1,"['with', 'such', 'eager\n', 'eyes,', 'as', 'if', 'they', 'could', 'have', 'devoured', 'the', 'very', 'bricks', 'of', 'which', 'it', 'was\n', 'composed;', 'employing', 'themselves,', 'meanwhile,', 'in', 'sucking', 'their', 'fingers\n']",CharlesDickens
1,"['most', 'assiduously,', 'with', 'the', 'view', 'of', 'catching', 'up', 'any', 'stray', 'splashes', 'of\n', 'gruel', 'that', 'might', 'have', 'been', 'cast', 'thereon.', '', 'Boys', 'have', 'generally', 'excellent\n', 'appetites.']",CharlesDickens
1,"['Oliver', 'Twist', 'and', 'his', 'companions', 'suffered', 'the', 'tortures', 'of\n', 'slow', 'starvation', 'for', 'three', 'months:', 'at', 'last', 'they', 'got', 'so', 'voracious', 'and\n', 'wild', 'with', 'hunger,', 'that']",CharlesDickens
1,"['one', 'boy,', 'who', 'was', 'tall', 'for', 'his', 'age,', 'and', ""hadn't\n"", 'been', 'used', 'to', 'that', 'sort', 'of', 'thing', '(for', 'his', 'father', 'had', 'kept', 'a', 'small\n', 'cook-shop),']",CharlesDickens
1,"['hinted', 'darkly', 'to', 'his', 'companions,', 'that', 'unless', 'he', 'had', 'another\n', 'basin', 'of', 'gruel', 'per', 'diem,', 'he', 'was', 'afraid', 'he', 'might', 'some', 'night', 'happen', 'to\n', 'eat']",CharlesDickens
